Incident Number,Initial Call Type,Final Call Type,Responding Agency,Primary Responding Unit,Call Creation Time,First Dispatched Time,First Arrival Time,Clear Time,Priority,Call Creation Mechanism
15098003,DSPUT ,HARASSMENT,SPD ,      ,23:15.0,NULL,NULL,NULL,4,PHONE
15098030,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,00:55.0,00:55.0,00:55.0,06:56.0,5,SELF 
15098042,TRFHAZ,TRAFFIC HAZARD,SPD ,      ,10:47.0,NULL,NULL,NULL,3,PHONE
15098053,WARSER,WARRANT SERVICE,SPD ,2S12  ,22:55.0,22:55.0,22:55.0,22:02.0,4,SELF 
15098082,CHKWLF,CHECK WELFARE,SPD ,      ,00:51.0,NULL,NULL,NULL,3,PHONE
15098128,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,45:34.0,45:35.0,45:35.0,50:58.0,5,SELF 
15098149,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,15:21.0,15:21.0,15:21.0,20:16.0,5,SELF 
15098161,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,29:41.0,29:42.0,29:42.0,36:42.0,5,SELF 
15098182,ATLDRK,DUII,SPD ,2S12  ,47:16.0,49:55.0,57:53.0,41:24.0,4,PHONE
15098223,TRFSTP,WARRANT SERVICE,SPD ,2S21  ,28:14.0,28:14.0,28:14.0,24:29.0,4,SELF 
15098235,TRFHAZ,TRAFFIC HAZARD,SPD ,      ,45:09.0,NULL,NULL,NULL,3,PHONE
15098237,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,47:51.0,47:51.0,47:51.0,54:08.0,6,SELF 
15098242,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,55:38.0,55:38.0,55:38.0,09:39.0,6,SELF 
15221409,FOLUP ,FOLLOW UP,SPD ,3S23  ,08:58.0,08:58.0,08:58.0,23:51.0,5,SELF 
15221437,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,49:00.0,49:00.0,49:00.0,57:05.0, ,SELF 
15221454,FOLUP ,FOLLOW UP,SPD ,3S21  ,07:19.0,07:19.0,07:19.0,25:17.0,5,SELF 
15221455,PERSTP,PERSON STOP,SPD ,3S22  ,07:36.0,07:36.0,07:36.0,09:51.0,6,SELF 
15221469,FOLUP ,FOLLOW UP,SPD ,3S18  ,25:32.0,25:33.0,25:33.0,28:03.0,5,SELF 
15221476,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,      ,35:23.0,NULL,NULL,NULL,3,PHONE
15221527,REKDRI,RECKLESS DRIVING,SPD ,3S12  ,34:41.0,44:32.0,NULL,49:31.0,3,PHONE
15221541,TRFHAZ,TRAFFIC HAZARD,SPD ,3S12  ,46:50.0,57:26.0,57:30.0,57:32.0,3,PHONE
15221544,FOLUP ,FOLLOW UP,SPD ,5C4   ,50:45.0,49:49.0,53:49.0,47:21.0,8,PHONE
15221577,TRSPS ,CRIMINAL TRESPASS,SPD ,3S11  ,45:15.0,33:41.0,39:27.0,47:47.0,4,PHONE
15221580,DSPUT ,DISPUTE,SPD ,3S21  ,47:09.0,50:44.0,56:57.0,12:28.0,3,E911 
15221584,SUSPVE,SUSPICIOUS VEHICLE,SPD ,3S13  ,50:22.0,02:06.0,07:31.0,14:40.0,3,PHONE
15221588,HAZSAF,HAZARD SAFETY,SPD ,3S23  ,54:35.0,22:32.0,NULL,22:45.0,8,PHONE
15221590,HARAS ,CHECK WELFARE,SPD ,3S13  ,58:46.0,14:45.0,23:44.0,32:01.0,4,PHONE
15221593,ALARM ,ALARM,SPD ,      ,00:46.0,NULL,NULL,NULL,9,PHONE
15221619,CHKWLF,CHECK WELFARE,SPD ,3S18  ,46:43.0,49:57.0,50:52.0,55:47.0,7,PHONE
15221664,DSPUT ,DISPUTE,SPD ,3S22  ,02:27.0,05:55.0,14:21.0,17:53.0,3,W911 
15221684,TRFSTP,PERSON STOP,SPD ,3S21  ,32:20.0,32:20.0,32:20.0,47:02.0,6,SELF 
15221690,SUSPSU,SUSPICIOUS SUBJECT,SPD ,1S11  ,42:39.0,04:08.0,04:08.0,13:45.0,3,PHONE
15221695,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,3D1   ,50:26.0,53:26.0,55:58.0,01:28.0,3,PHONE
15221714,REPO  ,REPOSSESSED VEHICLE,SPD ,      ,34:48.0,NULL,NULL,NULL,9,PHONE
15221726,PERSTP,PERSON STOP,SPD ,1S11  ,15:19.0,15:20.0,15:20.0,17:48.0,6,SELF 
15221740,SHTFIR,SHOTS FIRED,SPD ,1S18  ,43:49.0,46:29.0,00:48.0,06:38.0,3,PHONE
15221792,REPO  ,REPOSSESSED VEHICLE,SPD ,      ,32:56.0,NULL,NULL,NULL,9,PHONE
15221817,PERSTP,PERSON STOP,SPD ,1S22  ,15:49.0,15:50.0,15:50.0,19:57.0,6,SELF 
15221874,TRSPS ,CRIMINAL TRESPASS,SPD ,2S12  ,46:13.0,49:29.0,57:47.0,28:18.0,4,PHONE
15221932,DOGAL ,DOG AT LARGE,SPD ,5C1   ,59:42.0,59:43.0,NULL,33:53.0,4,SELF 
15221958,PERSTP,PERSON STOP,SPD ,2S12  ,24:27.0,24:27.0,24:27.0,27:16.0,6,SELF 
15222036,PERSTP,PERSON STOP,SPD ,5C6   ,48:18.0,48:19.0,48:19.0,08:30.0,6,SELF 
15222150,CHKWLF,CHECK WELFARE,SPD ,2S21  ,13:30.0,16:18.0,18:07.0,24:44.0,4,PHONE
15222151,FOLUP ,FOLLOW UP,SPD ,2S11  ,13:32.0,13:32.0,13:32.0,36:23.0,5,SELF 
15222208,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S21  ,20:35.0,36:40.0,40:03.0,40:05.0,3,PHONE
15222247,PERSTP,PERSON STOP,SPD ,3S23  ,03:13.0,03:14.0,03:14.0,07:16.0,6,SELF 
15222280,PERSTP,PERSON STOP,SPD ,3S23  ,26:41.0,26:41.0,26:41.0,32:28.0,6,SELF 
15222287,UUV   ,UNAUTHORIZED USE OF VEHICLE,SPD ,      ,36:19.0,NULL,NULL,NULL,9,PHONE
15222309,WARSER,WARRANT SERVICE,SPD ,      ,05:12.0,NULL,NULL,NULL,4,PHONE
15222330,FOLUP ,FOLLOW UP,SPD ,3S11  ,32:38.0,32:38.0,32:38.0,42:20.0,5,SELF 
15222344,PERSTP,PERSON STOP,SPD ,3S23  ,44:16.0,44:16.0,44:16.0,46:54.0,6,SELF 
15222351,DRVCMP,DRIVING COMPLAINT,SPD ,3S23  ,53:03.0,56:51.0,57:40.0,58:48.0,3,PHONE
15222379,DSPUT ,DISPUTE,SPD ,3S12  ,21:12.0,38:42.0,47:39.0,50:59.0,3,W911 
15222382,ILGLCA,ILLEGAL CAMPING,SPD ,      ,25:07.0,NULL,NULL,NULL,5,PHONE
15222391,PERSTP,PERSON STOP,SPD ,3S23  ,38:34.0,38:34.0,38:34.0,42:51.0,6,SELF 
15222392,DSRDJU,DISORDERLY JUVENILES,SPD ,3S12  ,41:26.0,26:06.0,48:34.0,48:35.0,3,PHONE
15222401,CHKWLF,CHECK WELFARE,SPD ,3S13  ,55:37.0,46:24.0,NULL,04:08.0,4,PHONE
15222414,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,3S12  ,25:01.0,26:28.0,32:55.0,38:35.0,3,PHONE
15222428,SUBSCR,SUBJECT SCREAMING,SPD ,3S21  ,55:10.0,58:58.0,08:15.0,12:58.0,3,PHONE
15222434,FOLUP ,FOLLOW UP,SPD ,3S11  ,01:23.0,01:23.0,01:23.0,27:52.0,5,SELF 
15222465,PROWLR,PROWLER,SPD ,3S12  ,45:58.0,48:47.0,54:14.0,57:23.0,3,PHONE
15222471,PERSTP,PATROL CHECK,SPD ,3S12  ,57:37.0,57:37.0,57:37.0,03:29.0,6,SELF 
15222472,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,59:19.0,59:19.0,59:19.0,05:58.0,5,SELF 
15222564,LOUDNO,DOG BARKING,SPD ,1S22  ,58:10.0,38:24.0,39:46.0,44:58.0,5,PHONE
15222568,REPO  ,REPOSSESSED VEHICLE,SPD ,      ,07:55.0,NULL,NULL,NULL,9,PHONE
15098278,NUSVEH,NUISANCE VEHICLE,SPD ,2S11  ,44:11.0,08:47.0,16:07.0,23:33.0,5,PHONE
15098290,ANICMP,ANIMAL COMPLAINT,SPD ,5C4   ,57:26.0,59:54.0,NULL,30:21.0,4,PHONE
15098399,THEFT ,THEFT,SPD ,      ,52:26.0,58:35.0,03:42.0,NULL,5,PHONE
15098410,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,13:25.0,13:25.0,13:25.0,17:11.0,6,SELF 
15098418,TRSPS ,CRIMINAL TRESPASS,SPD ,3S11  ,20:43.0,31:11.0,33:57.0,09:18.0,3,PHONE
15098422,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,25:43.0,25:43.0,25:43.0,29:49.0,6,SELF 
15098453,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,05:57.0,05:57.0,05:57.0,08:06.0,6,SELF 
15098456,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,08:58.0,08:58.0,08:58.0,12:40.0,6,SELF 
15098459,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,14:53.0,14:54.0,14:54.0,20:05.0,6,SELF 
15098462,ATL   ,ATTEMPT TO LOCATE,SPD ,      ,18:17.0,NULL,NULL,NULL,5,PHONE
15098471,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,28:20.0,28:20.0,28:20.0,44:03.0,6,SELF 
15098474,TRFSTP,TRAFFIC STOP,SPD ,3S21  ,30:50.0,30:50.0,30:50.0,34:32.0,6,SELF 
15098478,TRFSTP,WARRANT SERVICE,SPD ,3S11  ,32:55.0,32:55.0,32:55.0,30:02.0,4,SELF 
15098490,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S12  ,41:56.0,59:46.0,06:21.0,33:00.0,4,W911 
15098493,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,44:17.0,44:17.0,44:17.0,49:57.0,6,SELF 
15098494,TRFSTP,TRAFFIC STOP,SPD ,3S21  ,48:39.0,48:39.0,48:39.0,53:32.0,6,SELF 
15098496,TRSPS ,CRIMINAL TRESPASS,SPD ,      ,50:13.0,NULL,NULL,NULL,5,PHONE
15098497,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,50:16.0,50:16.0,50:16.0,53:52.0,6,SELF 
15098509,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,55:32.0,55:32.0,55:32.0,01:24.0,6,SELF 
15098518,TRSPS ,CRIMINAL TRESPASS,SPD ,3S12  ,59:00.0,30:27.0,36:57.0,42:47.0,3,PHONE
15098519,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,03:23.0,03:23.0,03:23.0,09:37.0,6,SELF 
15098555,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,58:07.0,58:07.0,58:07.0,06:40.0,6,SELF 
15098564,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,15:01.0,15:02.0,15:02.0,16:11.0,6,SELF 
15098576,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,28:15.0,28:15.0,28:15.0,33:38.0,6,SELF 
15098596,TRFSTP,TRAFFIC STOP,SPD ,3S12  ,43:53.0,43:54.0,43:54.0,56:01.0,6,SELF 
15098612,TRFSTP,TRAFFIC STOP,SPD ,3S20  ,55:54.0,55:54.0,55:54.0,13:30.0,6,SELF 
15098628,INCALL,ASSAULT,SPD ,3S11  ,21:23.0,30:56.0,40:38.0,34:14.0,3,E911 
15098632,TRFSTP,TRAFFIC STOP,SPD ,3S12  ,23:35.0,23:35.0,23:35.0,52:37.0,6,SELF 
15098633,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,24:57.0,24:57.0,24:57.0,27:56.0,6,SELF 
15098656,DSPUT ,DISPUTE,SPD ,3S12  ,55:09.0,57:56.0,07:16.0,16:13.0, ,E911 
15098758,TRFSTP,TRAFFIC STOP,SPD ,3S12  ,34:29.0,34:29.0,34:29.0,41:34.0,6,SELF 
15098763,DSPUT ,WARRANT SERVICE,SPD ,1S18  ,41:14.0,44:19.0,47:20.0,56:44.0,4,PHONE
15098775,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,06:32.0,06:32.0,06:32.0,11:49.0,6,SELF 
15098776,PERSTP,WARRANT SERVICE,SPD ,1S11  ,07:25.0,07:25.0,07:25.0,52:09.0,4,SELF 
15098794,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,39:05.0,39:05.0,39:05.0,42:01.0,6,SELF 
15098796,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,45:14.0,45:14.0,45:14.0,47:24.0,6,SELF 
15098801,UUV   ,UNAUTHORIZED USE OF VEHICLE,SPD ,1S12  ,04:25.0,06:00.0,06:05.0,41:20.0,4,PHONE
15098833,UUV   ,UNAUTHORIZED USE OF VEHICLE,SPD ,1S18  ,25:10.0,NULL,NULL,25:10.0,4,RPTO 
15098835,ASLT  ,ASSAULT,SPD ,1S11  ,29:53.0,32:55.0,40:38.0,02:27.0,3,W911 
15098851,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,36:50.0,36:51.0,36:51.0,42:40.0,6,SELF 
15098855,TRFSTP,TRAFFIC STOP,SPD ,1S18  ,54:23.0,54:24.0,54:24.0,59:41.0,6,SELF 
15098858,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,00:26.0,00:26.0,00:26.0,04:14.0,6,SELF 
15098873,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,00:38.0,00:38.0,00:38.0,04:26.0,6,SELF 
15098878,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,20:18.0,20:18.0,20:18.0,25:05.0,6,SELF 
15098881,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,27:51.0,27:51.0,27:51.0,39:25.0,6,SELF 
15098886,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,42:22.0,42:22.0,42:22.0,45:16.0,6,SELF 
15098891,TRSPS ,CRIMINAL TRESPASS,SPD ,2S22  ,58:19.0,35:32.0,41:46.0,33:35.0,4,PHONE
15098906,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,53:28.0,53:29.0,53:29.0,57:11.0,5,SELF 
15098912,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,59:27.0,59:28.0,59:28.0,04:56.0,5,SELF 
15098918,LOCRNY,WARRANT SERVICE,SPD ,2S21  ,16:29.0,39:58.0,44:05.0,53:11.0,4,PHONE
15098923,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,23:54.0,23:54.0,23:54.0,33:27.0,6,SELF 
15098970,ATLDRK,DISORDERLY SUBJECT,SPD ,2S12  ,37:36.0,21:02.0,23:40.0,51:36.0,3,PHONE
15098979,DSPUT ,HARASSMENT,SPD ,2S11  ,49:56.0,13:13.0,32:51.0,55:44.0,4,W911 
15099004,TRFSTP,TRAFFIC STOP,SPD ,2S20  ,16:49.0,16:49.0,16:49.0,29:41.0,6,SELF 
15099030,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,05:31.0,05:32.0,05:32.0,17:23.0,5,SELF 
15099169,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,28:00.0,28:00.0,28:00.0,39:06.0,6,SELF 
15099180,TRSPS ,WARRANT SERVICE,SPD ,2S18  ,41:30.0,44:37.0,44:57.0,17:22.0,4,W911 
15099192,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,55:29.0,55:29.0,55:29.0,58:09.0,6,SELF 
15099196,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,00:01.0,00:01.0,00:01.0,07:33.0,6,SELF 
15099200,WARSER,WARRANT SERVICE,SPD ,      ,03:54.0,NULL,NULL,NULL,4,PHONE
15099204,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,11:35.0,11:35.0,11:35.0,18:03.0,6,SELF 
15099226,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,31:54.0,31:54.0,31:54.0,34:06.0,6,SELF 
15099239,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,48:08.0,48:08.0,48:08.0,52:32.0,6,SELF 
15099242,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,52:58.0,52:58.0,52:58.0,59:47.0,6,SELF 
15099257,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,08:33.0,08:34.0,08:34.0,03:27.0,6,SELF 
15099259,TRFSTP,TRAFFIC STOP,SPD ,2S10  ,11:55.0,11:55.0,11:55.0,14:50.0,6,SELF 
15099276,INCALL,INCOMPLETE CALL,SPD ,      ,29:56.0,NULL,NULL,NULL,3,PHONE
15099278,BLKSID,BLOCKED SIDEWALK,SPD ,3S13  ,34:09.0,31:55.0,41:08.0,44:08.0,8,PHONE
15099288,TRFSTP,TRAFFIC STOP,SPD ,3S23  ,42:45.0,42:45.0,42:45.0,01:13.0,6,SELF 
15099304,ASTOUT,ASSIST OUTSIDE AGENCY,SPD ,3S21  ,00:50.0,04:40.0,07:17.0,32:31.0,3,E911 
15099325,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S22  ,18:34.0,18:35.0,18:35.0,33:04.0,3,SELF 
15099413,DSPTFM,DISPUTE FAMILY,SPD ,3S12  ,55:44.0,59:32.0,11:38.0,44:36.0,3,W911 
15099414,LOUDNO,LOUD NOISE,SPD ,3S21  ,57:46.0,44:00.0,45:33.0,56:48.0,4,PHONE
15099425,DSPUT ,DISPUTE,SPD ,3S23  ,10:12.0,18:17.0,25:14.0,38:16.0,3,E911 
15099444,TRFSTP,WARRANT SERVICE,SPD ,3S22  ,30:33.0,30:33.0,30:33.0,30:09.0,4,SELF 
15099458,TRFSTP,TRAFFIC STOP,SPD ,3S12  ,48:38.0,48:38.0,48:38.0,52:33.0,6,SELF 
15099479,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,21:00.0,21:00.0,21:00.0,28:22.0,6,SELF 
15099484,TRFSTP,TRAFFIC STOP,SPD ,3S12  ,25:19.0,25:19.0,25:19.0,29:06.0,6,SELF 
15099503,CHKWLF,CHECK WELFARE,SPD ,3J81  ,47:56.0,51:52.0,06:01.0,26:05.0,4,PHONE
15099513,TRFSTP,TRAFFIC STOP,SPD ,3S23  ,00:22.0,00:22.0,00:22.0,03:47.0,6,SELF 
15099515,DRVCMP,DRIVING COMPLAINT,SPD ,      ,01:59.0,NULL,NULL,NULL,3,PHONE
15099521,TRFSTP,TRAFFIC STOP,SPD ,3S23  ,09:41.0,09:41.0,09:41.0,11:43.0,6,SELF 
15099526,TRFSTP,TRAFFIC STOP,SPD ,3S23  ,12:56.0,12:56.0,12:56.0,19:02.0,6,SELF 
15099533,TRFSTP,WEAPON OFFENSE,SPD ,3S23  ,21:38.0,21:38.0,21:38.0,15:15.0,6,SELF 
15099543,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,36:04.0,36:04.0,36:04.0,40:53.0,6,SELF 
15099550,DSPUT ,DISPUTE,SPD ,3S12  ,44:16.0,45:47.0,51:21.0,15:21.0,3,W911 
15099553,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,47:10.0,47:10.0,47:10.0,53:00.0,6,SELF 
15099576,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,3S13  ,18:22.0,21:25.0,23:23.0,27:50.0,3,PHONE
15099577,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,19:30.0,19:30.0,19:30.0,37:18.0,6,SELF 
15099590,PERSTP,PERSON STOP,SPD ,3S22  ,31:50.0,31:50.0,31:50.0,34:38.0,6,SELF 
15099607,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,51:05.0,51:05.0,51:05.0,56:12.0,6,SELF 
15099609,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,55:24.0,55:24.0,55:24.0,04:38.0,6,SELF 
15099610,TRFSTP,TRAFFIC STOP,SPD ,3S21  ,57:48.0,57:48.0,57:48.0,01:50.0,6,SELF 
15099611,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,58:06.0,58:06.0,58:06.0,00:15.0,6,SELF 
15099618,TRFSTP,TRAFFIC STOP,SPD ,3S21  ,05:20.0,05:20.0,05:20.0,09:29.0,6,SELF 
15099623,TRFSTP,TRAFFIC STOP,SPD ,3S21  ,11:29.0,11:29.0,11:29.0,19:02.0,6,SELF 
15099627,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,20:45.0,20:45.0,20:45.0,25:58.0,6,SELF 
15099640,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,33:59.0,33:59.0,33:59.0,42:34.0,6,SELF 
15099648,TRFSTP,TRAFFIC STOP,SPD ,3S22  ,41:24.0,41:24.0,41:24.0,43:17.0,6,SELF 
15099651,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,46:04.0,46:04.0,46:04.0,01:29.0,6,SELF 
15099669,TRFSTP,DUII,SPD ,3D1   ,01:32.0,01:32.0,01:32.0,24:35.0,4,SELF 
15099678,ILGLBU,ILLEGAL BURNING,SPD ,      ,14:09.0,NULL,NULL,NULL,5,PHONE
15099679,TRFSTP,DWS,SPD ,1S11  ,14:54.0,14:54.0,14:54.0,12:50.0,4,SELF 
15222599,ATL   ,ATTEMPT TO LOCATE,SPD ,1S22  ,22:43.0,52:59.0,52:59.0,54:09.0,5,PHONE
15222603,PERSTP,PERSON STOP,SPD ,1S12  ,31:00.0,31:00.0,31:00.0,32:31.0,6,SELF 
15222656,PERSTP,PERSON STOP,SPD ,1S12  ,57:41.0,57:41.0,57:41.0,00:01.0,6,SELF 
15222700,SUSPSU,CRIMINAL MISCHIEF,SPD ,      ,53:43.0,57:57.0,02:06.0,NULL,4,PHONE
15222701,FOLUP ,FOLLOW UP,SPD ,2S12  ,54:51.0,54:51.0,06:36.0,09:17.0,5,SELF 
15222728,DOGAL ,DOG AT LARGE,SPD ,5C1   ,41:31.0,48:44.0,50:52.0,00:38.0,4,PHONE
15222731,TRFSTP,TRAFFIC STOP,SPD ,SP674 ,48:07.0,48:07.0,48:07.0,52:18.0,6,SELF 
15222756,WARSER,WARRANT SERVICE,SPD ,SP674 ,25:49.0,25:49.0,25:49.0,49:57.0,4,SELF 
15222765,INFOPD,INFORMATION - POLICE,SPD ,      ,46:04.0,NULL,NULL,NULL,5,PHONE
15222774,SUISUB,MENTAL TRANSPORT,SPD ,2S12  ,55:10.0,56:18.0,56:22.0,38:58.0,3,PHONE
15222777,UUV   ,UNAUTHORIZED USE OF VEHICLE,SPD ,2S22  ,05:12.0,51:06.0,01:48.0,19:12.0,4,PHONE
15222790,TRFHAZ,TRAFFIC HAZARD,SPD ,5C2   ,17:40.0,56:16.0,NULL,01:19.0,4,PHONE
15222884,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,2S12  ,10:13.0,58:19.0,58:23.0,05:33.0,4,PHONE
15222885,FOLUP ,ATTEMPT TO LOCATE,SPD ,2S12  ,10:41.0,21:45.0,30:13.0,47:12.0,3,PHONE
15222922,DRVCMP,DRIVING COMPLAINT,SPD ,      ,50:48.0,NULL,NULL,NULL,9,PHONE
15222988,INFOPD,INFORMATION - POLICE,SPD ,      ,05:50.0,NULL,NULL,NULL,9,PHONE
15223001,FOLUP ,FOLLOW UP,SPD ,4S41  ,19:04.0,19:05.0,19:05.0,26:21.0,5,SELF 
15223032,FOLUP ,THEFT,SPD ,2S12  ,53:29.0,53:29.0,53:29.0,09:06.0,6,SELF 
15223056,UUV   ,UNAUTHORIZED USE OF VEHICLE,SPD ,2S22  ,23:07.0,23:07.0,23:07.0,41:16.0,4,SELF 
15223068,ASLT  ,ASSAULT,SPD ,3S11  ,35:28.0,39:25.0,45:08.0,15:15.0,3,W911 
15223069,PERSTP,PERSON STOP,SPD ,4S43  ,35:52.0,35:52.0,35:52.0,38:55.0,6,SELF 
15223079,SUSPVE,SUSPICIOUS VEHICLE,SPD ,4S43  ,46:31.0,46:31.0,46:31.0,49:42.0,3,SELF 
15223085,FOLUP ,FOLLOW UP,SPD ,3S13  ,51:52.0,51:52.0,51:52.0,30:57.0,5,SELF 
15223087,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,55:12.0,55:12.0,55:12.0,02:31.0, ,SELF 
15223102,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,08:02.0,08:02.0,08:02.0,13:56.0, ,SELF 
15223105,DISCON,DISORDERLY CONDUCT,SPD ,3S12  ,11:24.0,10:41.0,10:54.0,10:56.0,4,PHONE
15223110,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,21:31.0,21:31.0,21:31.0,24:28.0, ,SELF 
15223115,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,28:12.0,28:13.0,28:13.0,33:47.0, ,SELF 
15223120,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,37:03.0,37:04.0,37:04.0,39:50.0, ,SELF 
15223131,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,46:36.0,46:36.0,46:36.0,57:10.0, ,SELF 
15223139,INFOPD,INFORMATION - POLICE,SPD ,      ,55:18.0,NULL,NULL,NULL,9,PHONE
15223165,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,41:30.0,41:30.0,41:30.0,44:34.0, ,SELF 
15223186,CHKWLF,POLICE OFFICER HOLD,SPD ,3S13  ,03:16.0,07:15.0,10:59.0,16:08.0,4,PHONE
15223208,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,30:10.0,30:11.0,30:11.0,34:13.0, ,SELF 
15223212,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,39:09.0,39:09.0,39:09.0,43:46.0, ,SELF 
15223247,THEFT ,THEFT,SPD ,      ,31:07.0,NULL,NULL,NULL,9,PHONE
15223251,THFTVE,THEFT FROM VEHICLE,SPD ,      ,35:59.0,NULL,NULL,NULL,4,PHONE
15223286,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S21  ,25:27.0,26:37.0,28:41.0,36:00.0,3,E911 
15223295,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,36:04.0,36:05.0,36:05.0,42:45.0, ,SELF 
15223296,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,      ,36:16.0,NULL,NULL,NULL,9,PHONE
15223331,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,3S13  ,24:18.0,30:26.0,NULL,43:48.0,3,PHONE
15223349,SUSPSU,SUSPICIOUS SUBJECT,SPD ,3S12  ,48:57.0,26:13.0,26:14.0,31:28.0,3,PHONE
15223350,ASLTIN,ASSAULT WITH INJURY,SPD ,3S12  ,49:43.0,52:16.0,00:54.0,20:03.0,3,W911 
15223363,PTRLRQ,PATROL REQUEST,SPD ,      ,17:18.0,NULL,NULL,NULL,5,PHONE
15223396,SHTFIR,SHOTS FIRED,SPD ,1S13  ,13:23.0,30:57.0,33:34.0,37:25.0,3,PHONE
15223403,PERSTP,PERSON STOP,SPD ,1S13  ,24:08.0,24:09.0,24:09.0,26:14.0,6,SELF 
15223405,PERSTP,PERSON STOP,SPD ,1S11  ,24:28.0,24:29.0,24:29.0,26:50.0,6,SELF 
15223445,THEFT ,THEFT,SPD ,      ,34:57.0,NULL,NULL,NULL,3,PHONE
15223462,DSRDSU,DISORDERLY SUBJECT,SPD ,1S11  ,41:50.0,24:02.0,NULL,27:04.0,3,PHONE
15223490,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,      ,15:45.0,NULL,NULL,NULL,3,PHONE
15223499,THEFT ,THEFT,SPD ,1S11  ,53:22.0,55:34.0,57:12.0,03:34.0,3,W911 
15223616,PERSTP,PERSON STOP,SPD ,2S12  ,11:35.0,11:36.0,11:36.0,17:28.0,6,SELF 
15223702,PERSTP,PERSON STOP,SPD ,2S12  ,11:16.0,11:16.0,11:16.0,14:47.0,6,SELF 
